event_date,location_description,latitude,longitude,landslide_category,landslide_size,landslide_trigger,fatality_count,injury_count
2013-09-05 23:45:00,a long-term parking area and at the mouth of Imus Creek,48.3122,-120.6576,mudslide,medium,downpour,0,0
2014-09-19 15:00:00,Route 27,9.9643,-84.252,landslide,small,rain,0,0
2016-04-01 00:00:00,"Bembridge, Public Footpath BB6 at the rear of ‘East Cliff’",50.68119878,-1.075344154,landslide,small,unknown,0,0
2013-01-12 00:00:00,"Karakoram Hwy, Dasu, Pakistan",35.2746,73.2235,landslide,medium,rain,1,0
2011-03-12 09:00:00,"shore of Whidbey Island, near East Fox Spit Road at Eastpoint Drive, WA",48.0943,-122.4971,mudslide,medium,downpour,0,0
2010-08-28 00:00:00,"Senahu, Alta Verapaz province",15.4168,-89.8207,mudslide,medium,downpour,2,0
2016-01-26 00:00:00,Cumbal,0.907,-77.791,landslide,medium,unknown,6,0
2015-12-21 00:00:00,road from Bocas del Toro to the rest of the country,8.8543,-82.1825,mudslide,small,rain,0,0
2010-10-18 00:00:00,"barangay Kias, Baguio city",16.3671,120.6318,landslide,medium,tropical_cyclone,0,0
2007-09-29 00:00:00,"Sitio Upper Pitawan in Barangay O-ong in Hingyon town, Ifugao province",16.8333,121.1167,landslide,medium,rain,0,0
2011-03-17 02:00:00,"barangay Cabalawan(Kabalawan), Tacloban municipality, Leyte province",11.3,124.9667,landslide,medium,downpour,7,0
2010-12-12 08:00:00,"Isabella Point rd, Salt Spring(Saltspring) Island, BC",48.749,-123.4541,landslide,small,downpour,0,0
2010-04-29 00:00:00,"Elkwater Hill, Elkwater",49.6603,-110.2674,mudslide,medium,snowfall_snowmelt,0,0
2015-01-05 00:00:00,I-90 WB,47.4294,-121.4248,rock_fall,small,rain,0,0
2013-07-25 00:00:00,"Avalanche, Nilgiris, Tamil Nadu",11.3192,76.5959,landslide,medium,downpour,0,0
2011-01-13 09:00:00,"Highway 47 near Vernonia, OR",45.8753,-123.1691,mudslide,small,downpour,0,0
2016-06-22 00:00:00,"Manganitu-Tahuna route, Sangihe",3.588727623,125.4938591,landslide,medium,rain,0,0
2010-08-29 22:00:00,"Batase and Sisne villages, Lelep VDC, ",27.7276,88.0446,landslide,medium,downpour,0,0
2016-03-15 00:00:00,Noblestown Road between South Main and Weaver streets,40.436,-80.0361,landslide,medium,unknown,0,0
2014-07-14 15:00:00,Soi Khao Noi,13.3703,100.9953,landslide,small,downpour,0,1
2016-04-03 00:00:00,waterfalls in Lamoille Canyon,40.6319,-115.3703,rock_fall,small,snowfall_snowmelt,0,0
2011-05-08 00:00:00,"road north of Duitama, Boyaca department",6.0061,-72.924,landslide,medium,downpour,0,0
2015-07-02 07:00:00,"Datong County, Qinghai",37.1409,101.5121,landslide,small,unknown,2,1
2013-08-19 00:00:00,K0271 + 800 In Guesset Section Along Benguet – Nueva Vizcaya Road,16.4244,120.678,landslide,medium,tropical_cyclone,0,0
2011-07-29 00:00:00,"Empat Lawang, South Sumatra, Indonesia",-0.5713,101.3782,landslide,medium,rain,4,0
2013-11-13 00:00:00,"Thampanoor, Thiruvananthapuram, Kerala",8.4863,76.9517,landslide,medium,downpour,0,0
2010-11-13 00:00:00,"La Sierra neighborhood(?), Medellin",6.2674,-75.5758,mudslide,medium,downpour,2,0
2011-03-13 08:00:00,"Bean's Bight rd,  Bainbridge Island, WA",47.5817,-122.4957,mudslide,small,downpour,0,0
2014-11-12 09:00:00,Biella,45.576,8.0499,mudslide,medium,downpour,1,1
2008-08-22 00:00:00,"Stacks mountains between Tralee and Listowel, Maghanknockane",52.438,-9.43,landslide,medium,rain,0,0
2011-06-15 18:00:00,"Hout Bay, Cape Town",-34.0298,18.3497,mudslide,small,downpour,0,0
2010-07-16 02:00:00,"Matsue, Shimane Prefecture",35.4888,133.104,landslide,medium,downpour,2,0
2016-03-11 00:00:00,Route 1 north of Westport,39.6942,-123.7976,landslide,medium,rain,0,0
2015-01-04 23:00:00,Highway 12 at milepost 1,46.978,-123.796,landslide,medium,downpour,0,0
2008-09-10 23:00:00,Castlereagh Highway,-32.8091,149.8098,rock_fall,medium,continuous_rain,0,0
2008-06-27 00:00:00,"Datang, Chenzhou City, Hunan",25.79,113.02,mudslide,large,downpour,0,0
2014-10-28 00:00:00,Xiaoxin Village in Dongchuan District of the provincial capital Kunming City,26.1095,103.1552,landslide,medium,continuous_rain,9,0
2010-07-21 00:00:00,"between Tiera Nueva neigborhood and nearby forest, Chinautla, 10 mi north of Guatemala city",14.6808,-90.5214,landslide,medium,downpour,5,0
2012-11-02 00:00:00,"Nuwara Eliya-Hatton rd, ",6.9366,80.6953,landslide,medium,tropical_cyclone,0,0
2012-03-30 00:00:00,"State Route 197 south of U.S. Highway 101, CA",41.88,-124.1308,landslide,small,downpour,0,0
2008-08-06 00:00:00,"Route 112, Bath, NH",44.146,-71.9677,mudslide,small,rain,0,0
2010-08-23 00:00:00,"Kakanda VDC-7(?), Makwanpur district",27.6041,84.8603,landslide,medium,downpour,1,0
2013-06-01 00:00:00,Upper Subansiri,27.8776,94.25,landslide,large,downpour,0,0
2007-07-02 00:00:00,"NW Frontier Province, Gail village",34.5625,73.8319,landslide,large,rain,23,0
2015-10-08 00:00:00,between Fort Davis and Fort Davis State Park,30.6025,-103.911,rock_fall,medium,flooding,0,0
2012-04-24 15:30:00,"Longdeyang village, Gutian",26.6057,118.7483,landslide,medium,downpour,6,0
2014-06-23 00:00:00,El Ayote,12.3511,-84.8064,landslide,medium,continuous_rain,0,0
2010-08-24 15:00:00,"main road to cableway on Huashan Mountain, Xian, Henan province",35.6804,113.6385,landslide,medium,downpour,2,0
2010-10-04 00:00:00,"Roads between Sunnu Pal and Chail, Himachal Pradesh",30.9546,77.1792,landslide,medium,downpour,0,0
2010-02-24 02:00:00,"Soquel San Jose Road near Olive Springs Road, CA",37.0456,-121.9396,mudslide,small,downpour,0,0
2015-08-21 00:00:00,"Goldfield Section at Poblacion, Itogon",16.3798,120.6852,landslide,medium,continuous_rain,0,0
2014-02-12 19:30:00,"3790 State Frontage Rd Hood River, OR 97031",45.7123,-121.5461,landslide,large,unknown,0,0
2010-04-06 00:00:00,"Manuel Correa rd, Fatima",-22.8943,-43.1081,landslide,medium,downpour,0,0
2011-03-24 08:00:00,"California Highway 1, 25 mi south of Big Sur, at Limekiln Creek, north of Nacimiento-Fergusson Road, CA",36.009,-121.5189,landslide,medium,downpour,0,0
2016-06-24 23:00:00,"Maya Bar, Thokkottu, India",12.8157,74.8586,landslide,medium,downpour,0,0
2010-05-04 08:00:00,Cali,3.4205,-76.5222,landslide,medium,downpour,0,0
2016-08-07 00:00:00,Xaltepec,20.1604,-98.0047,landslide,medium,tropical_cyclone,0,0
2014-02-17 00:00:00,"149-217 Railroad Ave Edmonds, WA 98020",47.8112,-122.3844,mudslide,medium,unknown,0,0
2012-12-21 00:00:00,"Between Walton and Mapleton, Lane County, OR",44.0106,-123.7121,landslide,medium,rain,0,0
2007-10-09 00:00:00,Qingchuan,32.4167,104.95,landslide,large,downpour,0,0
2013-04-17 08:00:00,"Pikeville, Ky (Own Mountain Road)",37.4996,-82.4902,landslide,medium,rain,0,0
2012-06-02 00:00:00,"Guwahati, Assam",26.1475,91.7356,landslide,large,downpour,0,0
2016-02-27 15:30:00,the Banks to Lowman Road,44.104,-116.0033,rock_fall,small,rain,0,1
2015-09-27 00:00:00,"km 117.5 of  Departmental Route 01 in San Andrés Semetabaj, Solola",14.744,-91.1344,landslide,medium,rain,0,0
2009-02-17 06:30:00,"MONTEREY, Calif. Pacific Coast Highway blocked roughly one-half mile north of Julia Pfeiffer Burns State Park,",36.1657,-121.675,mudslide,small,downpour,0,0
2008-12-07 00:00:00,Barangay Paraiso in San Miguel town in Catanduanes ,13.6862,124.264,landslide,medium,downpour,0,0
2016-09-06 09:00:00,"Kuata Area by Amara Olu Street, Mechanic Village, Agidingbi, Ikeja",6.6265,3.3561,mudslide,medium,downpour,1,0
2008-01-16 00:00:00,"Panthihal, Srinagar-Jammu highway",33.2537,75.2006,landslide,medium,snowfall_snowmelt,0,0
2011-05-25 00:00:00,"Itogon-Dalupirip Road, Cordillera",16.3562,120.7084,landslide,small,downpour,0,0
2014-06-02 00:00:00,Karachay-Cherkessia,43.8608,41.5897,mudslide,medium,rain,0,0
2011-03-26 00:00:00,"Juan Bautista Escalabrini, north part of Cucuta",7.9467,-72.4908,mudslide,medium,downpour,0,0
2013-09-01 00:00:00,"Tamenglong- Khongsang Road, Manipur",24.9037,93.487,mudslide,medium,continuous_rain,0,0
2010-12-21 14:10:00,"Castaways restaurant, San Bernardino, CA",34.1608,-117.2959,mudslide,small,downpour,0,0
2014-08-24 00:00:00,Rebun Island,45.3532,141.0171,landslide,medium,downpour,2,0
2010-07-04 23:00:00,"Gumdi-2, Dhading district, 40 km west of Kathmandu",28.05,84.95,landslide,medium,downpour,5,0
2013-03-25 08:00:00,"Cikareo , Bandung, West Java",-6.9758,108.1008,landslide,large,rain,0,0
2008-02-03 00:00:00,"Beechmont Road, near Nerang",-28.0667,153.2298,landslide,medium,rain,0,0
2014-01-03 18:00:00,"3-6 Station Rd Bexleyheath, Greater London DA7",51.4635,0.134,landslide,medium,downpour,0,0
2016-07-16 00:00:00,"Chimat village, Mangri, Mugu, Nepal",29.5679,82.283,landslide,medium,continuous_rain,0,0
2015-08-02 21:00:00,"Thong Nong District, Cao Bang",22.7672,105.9839,landslide,medium,downpour,3,5
2013-08-24 15:00:00,"Hamada, Shimane Prefecture",34.8442,132.1561,mudslide,medium,downpour,0,0
2011-02-17 00:00:00,Wewessa Hospital,6.957291003,81.12046509,landslide,medium,continuous_rain,0,0
2010-06-05 00:00:00,"Goldstrom Avenue between Banksville Road and Rutherford Avenue, Beechview, PA",40.4127,-80.0284,landslide,small,downpour,0,0
2011-01-13 06:00:00,Freeway No. 1,25.0645,121.6057,landslide,medium,freeze_thaw,0,0
2016-05-08 00:00:00,coal mine in Quang Ninh Province,21.0552,107.2772,landslide,medium,mining,0,0
2011-05-11 00:00:00,"County road 6(Deering-Bald Knob road), Lawrence county, OH",38.544,-82.548,landslide,small,downpour,0,0
2011-04-12 09:00:00,"road to Gouyave, in Clozier(?), St. John",12.1353,-61.6871,landslide,small,downpour,0,0
2007-04-01 00:00:00,Jilondi,37.576,72.592,landslide,medium,downpour,0,0
2016-10-02 00:00:00,Waiwera Road between Weranui Road and Waiwera Hot Pools,-36.5438,174.7033,landslide,medium,downpour,0,0
2015-12-09 00:00:00,I-5 near Portland border,45.7326,-122.6573,rock_fall,medium,flooding,0,0
2013-07-12 16:00:00,On County Road 27 -- The Stove Prairie Road -- Between County Road 52E And Colorado 14.,40.6558,-105.3742,landslide,small,downpour,0,0
2010-03-14 16:30:00,"Petersberg Rd, Jackson, OH",38.9632,-82.7353,mudslide,small,downpour,0,0
2008-06-21 00:00:00,Negros Occidental,10.26,123.08,landslide,medium,tropical_cyclone,0,0
2009-11-01 00:00:00,Arbroath,56.5622,-2.5808,landslide,medium,downpour,0,0
2010-02-10 22:00:00,2nd Km of Muganli - Ismayilli road,40.6183,48.4594,landslide,medium,downpour,0,0
2012-06-08 00:00:00,"Alaska Highway, between Haines Junction and Destruction Bay, Yukon",60.8228,-136.5506,mudslide,medium,downpour,0,0
2013-03-29 00:00:00,"Mto Wa Mbu, Arusha,",-3.3784,35.8907,landslide,medium,rain,0,0
2010-10-18 00:00:00,"Dinadiawan-Madela Road(?), Calaocan(?), Dipaculao, Aurora, Region III, Luzon",15.9949,121.6164,landslide,medium,tropical_cyclone,0,0
2015-08-24 15:00:00,northern line between Horsham and Dorking,51.1584,-0.3339,landslide,medium,unknown,0,0
2015-07-22 00:00:00,22 kms to 30 kms between Sangkungmai and Willong,25.4538,93.9827,landslide,medium,continuous_rain,0,0
2008-01-28 19:30:00,"Soledad Ave., La Jolla, California",32.8464,-117.2619,landslide,medium,rain,0,0
2016-10-15 00:00:00,"South Lakeshore Road, Chelan",47.919,-120.2137,mudslide,medium,rain,0,0
2010-04-29 00:00:00,"Chichi(Cici) village, Guba region",41.2092,48.6742,landslide,medium,downpour,0,0
2016-06-21 00:00:00,"Uto, Kumamoto, Japan",32.6848,130.5807,landslide,large,downpour,1,0
2016-07-01 00:00:00,"Heturu Creek, Kokoda, Papua New Guinea",-8.907973013,147.7119686,mudslide,medium,downpour,1,0
2013-07-01 00:00:00,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",26.1147,94.3864,landslide,medium,downpour,0,0
2012-09-06 00:00:00,Amanzimtoti,-30.05,30.8833,landslide,medium,downpour,0,0
2015-08-15 23:00:00,"Namunabasti, Dailekh",28.8425,81.7097,landslide,medium,downpour,3,1
2008-02-03 00:00:00,Bibi Nani area of Bolan district ,29.7,67.3833,landslide,medium,rain,6,0
2010-03-31 18:00:00,"Souhegan River near fire station on High St., Greenville, NH",42.7679,-71.8158,landslide,medium,rain,0,0
2010-12-22 03:00:00,"La Jolla, CA",32.8471,-117.2527,mudslide,small,downpour,0,0
2014-06-17 00:00:00,Tbilisi-Senaki-Leselidze Road,42.0291,43.5285,landslide,small,rain,0,0
2013-08-31 00:00:00,"82 Km Mark On The Provincial Highway No. 2, Ruifang District, New Taipei",25.1193,121.8962,rock_fall,medium,tropical_cyclone,0,2
2013-07-07 00:00:00,"Yan'An, Shaanxi Province",36.5851,109.4875,landslide,large,downpour,0,0
2011-02-13 00:00:00,"Srinagar-Jammu Natl. Hwy., at Digdole(Digdol)(9 km south of Panthal), Srinagar, Jammu and Kashmir",33.3037,75.1827,landslide,medium,snowfall_snowmelt,0,0
2014-11-24 09:00:00,south of Everett,47.9167,-122.3185,mudslide,small,unknown,0,0
2015-03-18 00:00:00,"el barrio La Argentina, en la periferia de la ciudad de Loja",-4.0094,-79.2073,landslide,medium,continuous_rain,0,0
2007-02-11 00:00:00,"Napa County, CA - @ Hwy 128",38.4909,-122.3494,landslide,small,rain,0,0
2010-02-25 00:00:00,"Odaile, Buzau County, others in Romania",45.385,26.5227,landslide,medium,rain,0,0
2010-09-19 00:00:00,"Pulbhal(?)-Solan rd, Himachal Pradesh",30.9035,77.0965,landslide,medium,downpour,0,0
2010-04-06 00:00:00,Estrada Fr. Orlando,-22.9139,-43.0159,landslide,medium,downpour,0,0
2012-03-20 01:00:00,"Purok 1 Hillside, Barangay 8, Catbalogan City, Samar ",11.7833,124.8834,landslide,medium,downpour,0,0
2014-06-23 00:00:00,El Ayote,12.3487,-84.8163,landslide,small,continuous_rain,0,0
2011-03-12 18:00:00,"rt 2 near Newell, WV",40.6006,-80.64,mudslide,small,downpour,0,0
2013-08-22 00:00:00,"Kadukunya Village, West Pokot",1.1971,35.2843,mudslide,medium,downpour,0,0
2011-04-21 18:00:00,"Amsterdam Rd., between 2800 block and KT-8,  Villa Hills, KY",39.0639,-84.6165,mudslide,medium,downpour,0,0
2010-08-07 02:00:00,El Retiro suburb in the extreme northwest of Tegucigalpa,14.0783,-87.227,mudslide,medium,downpour,3,0
2008-05-21 00:00:00,"State Route 900 at Northeast Park Drive in Renton, Washington",47.5023,-122.197,mudslide,small,rain,0,0
2010-01-08 00:00:00,Banovici,44.4,18.5333,landslide,medium,rain,0,0
2011-07-02 08:00:00,Achham,29.0396,81.2519,landslide,medium,downpour,3,0
2011-04-12 03:00:00,"road between Waltham and Victoria, St. Mark",12.1979,-61.699,landslide,small,downpour,0,0
2015-12-20 09:00:00,sanjeevinagar area,10.8319,78.7075,landslide,medium,unknown,4,0
2011-03-24 00:00:00,"Summit rd., San Anselmo, CA",37.9797,-122.5801,landslide,medium,downpour,0,0
2013-07-07 00:00:00,Daha Vdc Of Kalikot ,29.1309,81.6631,landslide,medium,downpour,0,0
2011-01-30 00:00:00,"Barangay Union(?), Lingig municipality, Surigao del Sur",8.0539,126.4037,landslide,medium,downpour,0,0
2007-06-11 00:00:00,Rangamati,22.6368,92.1453,mudslide,medium,downpour,3,0
2016-06-28 00:00:00,"Ramche, Rasuwa district, Nepal",28.0336,85.2178,mudslide,small,downpour,0,0
2015-12-30 00:00:00,Patton Avenue between Pegent Park Boulevard and Interstate 240,35.5888,-82.582,rock_fall,medium,unknown,0,0
2012-04-27 00:00:00,"Route 410 near Nile Valley, Naches, WA",46.79,-120.8718,mudslide,medium,downpour,0,0
2015-09-21 07:00:00,"Chittagong, Bangladesh",22.3496,91.8138,landslide,medium,rain,2,0
2010-09-13 00:00:00,"Tengger village(?), Sukamantri district, Ciamis(Ciomas) regency, West Java Province",-6.6367,106.765,landslide,medium,downpour,0,0
2007-09-22 00:00:00,"Griffith Park, Los Angeles, CA",34.1364,-118.2974,mudslide,small,rain,0,0
2015-06-26 14:00:00,Konarpara,21.4409,92.0074,landslide,medium,monsoon,1,4
2011-03-15 00:00:00,"above Oaks Bottom bluff trail, Sellwood Park, Portland, OR",45.4828,-122.6505,landslide,medium,downpour,0,0
2010-06-18 05:00:00,,29.6088,119.0419,landslide,medium,downpour,9,0
2013-04-22 00:00:00,Kiagware,-0.8425,34.6812,landslide,large,rain,0,0
2010-03-06 00:00:00,"Mount Rwenzori, Katweba Sub-County, Kabarole District",0.4056,29.9166,landslide,medium,downpour,0,0
2013-06-05 22:30:00,"National Highway At Sitio Kipolot, Barangay Palacapao, Quezon, Bukidnon",7.7344,125.0969,landslide,medium,rain,0,0
2007-09-10 00:00:00,Rhodong village near Rhey in East Sikkim,27.3425,88.6236,landslide,medium,rain,0,0
2010-09-18 09:00:00,"Sisneri rd(?), between Hetuda and Pharping",27.509,85.1505,landslide,medium,downpour,0,0
2011-06-26 00:00:00,"Blocked the zigzag road going to Mariveles town, Balanga city, Bataan",14.6833,120.5333,landslide,medium,tropical_cyclone,0,0
2015-09-25 00:00:00,road from Santa Rosa to Ocotepeque,14.481,-89.0537,landslide,small,rain,0,0
2008-02-06 00:00:00,"Dukuh Marenge, Brebes district, Central Java",-6.8644,109.0338,landslide,medium,rain,4,0
2013-01-09 00:00:00,"Ball Ridge, 1km southwest of Caroline Hut",-43.643,170.159,rock_fall,medium,downpour,0,0
2007-08-28 00:00:00,Pokhara-Baglung highway in Parbat district,28.3323,83.7438,landslide,medium,rain,5,0
2016-02-26 21:06:00,northbound Interstate 77 at mile marker 21,37.5011,-81.1093,rock_fall,small,unknown,0,0
2016-05-09 12:10:00,".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",10.3316,76.9592,landslide,small,construction,1,3
2011-01-20 00:00:00,"West Valley hwy at 38th st., Sumner, WA ",47.2218,-122.2554,mudslide,medium,downpour,0,0
2015-09-16 00:00:00,"railway between Koraput and Rayagada in Odisha, India",19.316,83.2414,landslide,medium,downpour,0,0
2014-12-21 02:00:00,Highway 101 south of Rodeo Avenue in Sausalito,37.8595,-122.5012,rock_fall,small,rain,0,0
2013-07-04 00:00:00,"Waterfalls Road North Of Lenoir, Nc",36.0518,-81.6019,landslide,medium,downpour,0,0
2015-07-24 00:00:00,Tamenglong Ward No-IV,24.9818,93.5142,mudslide,medium,monsoon,0,0
2010-04-06 00:00:00,"House of Spain, Humaita",-22.9553,-43.2014,landslide,medium,downpour,0,0
2011-06-30 00:00:00,"Bhanumati-8, Damauli",28.0004,84.033,landslide,medium,downpour,1,0
2013-05-29 00:00:00,"Jalan Merakau, Ranau",5.9872,116.6928,landslide,medium,downpour,0,0
2010-07-15 02:00:00,"Snake Pass, A57, between Glossop and Bamford, Derbyshire County, England",53.4128,-1.7936,landslide,medium,downpour,0,0
2010-05-24 00:00:00,"I-80 near 2300 East, UT",40.7134,-111.8224,landslide,small,rain,0,0
2010-05-20 18:00:00,"Karanganyar village, Leuwigoong sub-district, Garut district, West Java",-7.0727,107.9422,landslide,medium,downpour,0,0
2012-06-03 14:00:00,"Bugimwera village, Bumasobo Parish , Bumasifwa ,Sironko",1.2337,34.25,landslide,medium,downpour,2,0
2011-02-13 00:00:00,"Batote-Doda-Kishtwar road, at Jathi(?) and Drabshalla, Jammu and Kashmir",33.1804,75.8101,landslide,medium,snowfall_snowmelt,0,0
2010-04-12 00:00:00,Des Branche rd. (couldn't find),15.4004,-61.344,landslide,medium,downpour,0,0
2010-02-27 00:00:00,"Interstate 215 and Sixth St., San Bernardino, CA",34.1102,-117.3024,mudslide,small,downpour,0,0
2015-01-05 01:30:00,Southeast Auburn-Black Diamond Road and Southeast Lake Holm Road,47.3012,-122.1737,mudslide,medium,rain,0,0
2015-03-05 23:00:00,Loudenville Road,39.838,-80.6061,mudslide,medium,rain,0,0
2016-03-29 00:00:00,San Fernando Hill,10.2791,-61.459,landslide,small,unknown,0,0
2010-06-11 00:00:00,"near Sevok(Sevoke), Highway 31A to Sikkimand Kalimpong, Hatisura(?), Darjeeling",26.944,88.4441,landslide,medium,downpour,0,0
2009-12-02 00:00:00,At Kampung Kiau on Kota Kinabalu-Ranau road  ,6.022,116.4916,landslide,medium,downpour,0,0
2008-05-19 00:00:00,"Karangrejo village, Kampak Subdistrict, Trenggalek Districk, East Java",-7.0678,112.5827,landslide,medium,rain,1,0
2013-07-28 04:20:00,"Zhongshan District In Dalian City, Liaoning",38.8946,121.6631,landslide,medium,rain,6,0
2011-05-26 00:00:00,"between Barangays Tibang(?) and Birihay(?), San Andres town, Catanduanes ",13.6845,124.1177,landslide,small,tropical_cyclone,0,0
2016-03-17 00:00:00,Batote-Doda national highway,33.13296295,75.43929097,landslide,medium,continuous_rain,0,0
2015-12-27 00:00:00,Highway 10 near Peyton’s Place,36.0281,-94.9213,rock_fall,medium,downpour,0,0
2014-03-26 00:00:00,"625 Mary Ingles Hwy Fort Thomas, KY 41075",39.0787,-84.4386,landslide,small,unknown,0,0
2013-08-05 09:30:00,"Cheeyappara Waterfalls, Ernakulam, Kerala",10.0539,76.8298,mudslide,medium,monsoon,5,0
2010-04-18 00:00:00,"Bunanda(?) village, Bushika(?) sub-county, Bududa district",0.9699,34.3243,landslide,medium,downpour,0,0
2015-11-16 00:00:00,,45.5737,-122.1529,mudslide,large,rain,0,0
2008-03-23 00:00:00,highway connecting Lima Puluh Koto district in West Sumatra and Pekanbaru city of Riau province,-0.4475,100.9368,landslide,medium,rain,0,0
2010-05-19 00:00:00,"Cibodas hamlet(?), Cihaurkoneng village(?), Malangbong sub-district, West Java",-7.0528,108.1156,landslide,medium,downpour,0,0
2010-10-31 00:00:00,"Ladera Resort, Saint Lucia",13.8328,-61.0535,landslide,medium,tropical_cyclone,0,0
2014-01-12 18:00:00,"2802 Broadway Everett, WA",47.98,-122.2019,mudslide,medium,downpour,0,0
2015-04-03 09:00:00,"Route 321 near Prestonburg, near Stone Crest Golf Course",37.6824,-82.7776,mudslide,small,downpour,0,0
2008-09-24 00:00:00,"Mianyang city, Beichuan county, Sichuan province",31.8,104.5,landslide,medium,downpour,16,0
2011-03-05 00:00:00,"Kullu-Manali rd, Himachal Pradesh",32.0996,77.1586,landslide,medium,downpour,0,0
2016-07-31 11:00:00,"Parsik/ Nutan Tunnel on Central rail, near Diva, Mumbai, India",19.1869,73.02,mudslide,medium,downpour,0,0
2016-07-07 23:00:00,"Trabzon Province, Turkey",40.8167,39.9081,mudslide,small,downpour,1,0
2013-08-14 00:00:00,"Samroli, Udhampur District, Kashmir",32.9913,75.1915,landslide,medium,downpour,0,0
2014-09-17 08:00:00,"Pha Ca Commune, Cao Loc District, Lang Son Province",21.8689,106.9004,landslide,medium,tropical_cyclone,1,1
2010-09-09 00:00:00,"aborigine village(?), Daniao township(?),  area of Chinfeng(?), Taima(?), and Tajen(?), Taitung county",22.7708,120.9452,landslide,medium,tropical_cyclone,0,0
2013-07-16 00:00:00,Caopo Township Of China’S Sichuan Province,33.3422,104.3877,landslide,medium,rain,0,0
2011-05-28 03:00:00,"Between 900 block Shelly St., and Great River rd., Alton, IL",38.8994,-90.2006,mudslide,medium,downpour,0,0
2010-11-29 23:00:00,"Sarría slum, north Caracas",10.5129,-66.893,landslide,medium,downpour,1,0
2008-11-12 00:00:00,"Bombana district, Sulawesi island",-1.0164,123.2918,landslide,medium,mining,10,0
2010-02-15 00:00:00,"Maierato, in Calabria",38.708,16.1901,mudslide,medium,downpour,0,0
2011-12-25 00:00:00,"blingian, Sarawak",2.5871,112.5473,landslide,medium,downpour,0,0
2008-05-12 00:00:00,"U.S. 60 near the Kanawha and Fayette County, West VA",38.1362,-81.2584,rock_fall,small,rain,0,0
2011-07-02 18:00:00,"National Highway 66, connecting Kerala and Karnataka",13.1819,76.1147,landslide,small,rain,0,0
2016-06-22 00:00:00,"road from Manganitu to Tamako, Sangihe",3.484563889,125.4875345,landslide,large,rain,0,0
2011-01-13 19:24:00,"Kunia Road between Kunia Tunnel and Schofield Barracks' Lyman Gate, HI",21.4782,-158.05,mudslide,small,rain,0,0
2016-07-31 00:00:00,"Janki Chatti, Uttarakhand, India",30.9753,78.4375,landslide,medium,continuous_rain,0,5
2016-10-08 09:00:00,between Zhiben and Taimali,22.6522,121.0217,mudslide,medium,downpour,0,0
2010-06-06 15:00:00,"home of Suze Randal(85 Sidlaw St.), Wellington",-41.3318,174.8229,landslide,medium,downpour,0,0
2014-03-02 18:00:00,"Bogor, West Java",-6.6,106.8,landslide,large,continuous_rain,4,0
2007-07-12 00:00:00,Bajura,29.356,81.3098,landslide,medium,rain,3,0
2013-08-20 22:00:00,"Zhushi, Hezhang County Of Bijie, Guizhou",26.916,104.6673,landslide,medium,monsoon,5,2
2011-08-30 09:00:00,"Tabacuhan, Barangay Sta. Rita, Olongapo City",14.8494,120.2913,rock_fall,medium,tropical_cyclone,2,9
2013-07-24 00:00:00,"Thirpak, Uttarakhand",30.301,79.3628,landslide,medium,downpour,0,0
2013-07-22 10:00:00,"Zen Mountain Center, Apple Canyon, Ca",33.7165,-116.6396,mudslide,medium,downpour,0,0
2010-10-31 09:00:00,Belle Garden,11.2288,-60.6054,landslide,medium,tropical_cyclone,0,0
2014-08-23 00:00:00,North Fork Highway,44.4544,-109.7961,rock_fall,small,unknown,0,0
2013-10-13 14:00:00,"Pacific Spirit Park, Vancouver, British Columbia",49.2653,-123.2643,landslide,medium,other,0,0
2011-01-29 08:00:00,Northland province,-35.3258,173.6835,landslide,medium,tropical_cyclone,0,0
2010-10-10 00:00:00,Grafton and Glen Innes on the Gwyder Highway near the Washpool National Park,-29.4884,152.446,landslide,medium,downpour,0,0
2009-04-14 00:00:00,Aricapampa towns of La Libertad province.,-7.8058,-77.7172,mudslide,medium,downpour,0,0
2014-06-20 00:00:00,"Blakely, Minnesota",44.5768,-93.8457,mudslide,medium,rain,0,0
2016-01-08 01:30:00,Highway 99 near Horseshoe Bay,49.3747,-123.2665,rock_fall,medium,rain,0,0
2014-07-01 04:00:00,"Bomi, Nyingchi",29.7929,95.8044,mudslide,medium,rain,0,0
2013-12-27 00:00:00,Route 3 In Raleigh County,37.8765,-81.5076,landslide,medium,unknown,0,0
2009-09-03 23:30:00,"Saki Naka in Andheri area, Mumbai suburb/slum (Sakinaka is around 23 miles (35 kilometers) from downtown Mumbai)",19.0949,72.8899,mudslide,large,downpour,12,0
2011-05-21 18:00:00,"Nashefu(Nasyefu )(?) or Bunamutso (?), Bupoto, Bumbo and Mukoto(?) sub-counties, Manafwa",0.9068,34.3652,mudslide,medium,downpour,1,0
2009-11-21 00:00:00,"Geger village, Sendang district, Tulungagung Regency, East Java",-7.7434,111.5441,landslide,medium,downpour,2,0
2013-10-05 23:00:00,"County Road 15, Winona, Mn",44.0222,-91.5929,mudslide,small,downpour,0,0
2010-04-25 08:00:00,"U.S. 64 between Tenn. 114 (Wayne county) and the Hardin County line, between Savannah and Waynesboro, TN",35.2995,-87.966,landslide,medium,downpour,0,0
2014-12-27 00:00:00,Jl. Ujong Kareung on the way to Anoi Itam in Sukajaya district,5.8597,95.3576,landslide,medium,downpour,0,0
